SKU,Category,Style,Size,Amount,Core,price_level
SET356-KR-NP-XL,Set,SET356,XL,1099.0,KR-NP,Premium
JNE3781-KR-XL,kurta,JNE3781,XL,406.0,KR,low
J0008-SKD-XXL,Set,J0008,XXL,1065.0,SKD,Premium
JNE3802-KR-S,kurta,JNE3802,S,459.0,KR,Medium
BTM036-PP-XXL,Bottom,BTM036,XXL,360.0,PP,low
SET197-KR-NP-M,Set,SET197,M,759.0,KR-NP,High
J0236-SKD-XXXL,Set,J0236,3XL,922.0,SKD,Premium
J0008-SKD-M,Set,J0008,M,1065.0,SKD,Premium
J0341-DR-XS,Western Dress,J0341,XS,744.0,DR,High
BL103-XXL,Blouse,BL103,XXL,460.0,null,Medium
SET110-KR-PP-M,Set,SET110,M,788.0,KR-PP,High
JNE3633-KR-XS,kurta,JNE3633,XS,459.0,KR,Medium
JNE3638-KR-XS,kurta,JNE3638,XS,517.0,KR,Medium
SET286-KR-NP-XXXL,Set,SET286,3XL,626.0,KR-NP,High
JNE3718-KR-XXXL,kurta,JNE3718,3XL,406.0,KR,low
JNE3399-KR-XL,kurta,JNE3399,XL,435.0,KR,low
J0284-SKD-XXXL,Set,J0284,3XL,1200.0,SKD,Luxury
SET048-KR-NP-S,Set,SET048,S,648.0,KR-NP,High
JNE3799-KR-M,kurta,JNE3799,M,666.0,KR,High
J0230-SKD-S,Set,J0230,S,1112.0,SKD,Premium
JNE3366-KR-1053-L,kurta,JNE3366,L,376.0,KR-1053,low
J0230-SKD-M,Set,J0230,M,1112.0,SKD,Premium
SET131-KR-NP-XL,Set,SET131,XL,666.0,KR-NP,High
MEN5023-KR-XXL,kurta,MEN5023,XXL,549.0,KR,Medium
J0349-SET-L,Set,J0349,L,801.0,SET,Premium
JNE3399-KR-XL,kurta,JNE3399,XL,435.0,KR,low
J0176-TP-M,Top,J0176,M,387.0,TP,low
JNE3465-KR-XL,kurta,JNE3465,XL,517.0,KR,Medium
JNE3756-KR-XL,kurta,JNE3756,XL,487.0,KR,Medium
JNE3785-KR-XXL,kurta,JNE3785,XXL,362.0,KR,low
J0230-SKD-M,Set,J0230,M,1112.0,SKD,Premium
J0178-TP-XXXL,Top,J0178,3XL,319.0,TP,low
J0245-SKD-S,Set,J0245,S,1149.0,SKD,Luxury
JNE3405-KR-L,kurta,JNE3405,L,399.0,KR,low
JNE3468-KR-XL,kurta,JNE3468,XL,363.0,KR,low
JNE3797-KR-XXL,Western Dress,JNE3797,XXL,725.0,KR,High
JNE3405-KR-L,kurta,JNE3405,L,399.0,KR,low
J0006-SET-XXXL,Ethnic Dress,J0006,3XL,845.0,SET,Premium
JNE3605-KR-XXL,kurta,JNE3605,XXL,487.0,KR,Medium
JNE3373-KR-L,kurta,JNE3373,L,376.0,KR,low
J0236-SKD-XL,Set,J0236,XL,950.0,SKD,Premium
JNE3440-KR-N-XS,kurta,JNE3440,XS,399.0,KR-N,low
JNE3405-KR-XS,kurta,JNE3405,XS,399.0,KR,low
JNE3373-KR-M,kurta,JNE3373,M,376.0,KR,low
J0008-SKD-L,Set,J0008,L,1133.0,SKD,Premium
SET268-KR-NP-XL,Set,SET268,XL,788.0,KR-NP,High
JNE3701-KR-XXXL,kurta,JNE3701,3XL,399.0,KR,low
SET268-KR-NP-S,Set,SET268,S,788.0,KR-NP,High
J0233-SKD-XXXL,Set,J0233,3XL,1299.0,SKD,Luxury
SET349-KR-NP-XS,Set,SET349,XS,939.0,KR-NP,Premium
SET358-KR-NP-XS,Set,SET358,XS,1126.0,KR-NP,Premium
JNE3618-KR-XXL,kurta,JNE3618,XXL,375.0,KR,low
JNE3869-DR-XL,Western Dress,JNE3869,XL,721.0,DR,High
J0345-SET-L,Set,J0345,L,499.0,SET,Medium
J0398-DR-M,Western Dress,J0398,M,885.0,DR,Premium
J0230-SKD-S,Set,J0230,S,1112.0,SKD,Premium
SET268-KR-NP-S,Set,SET268,S,788.0,KR-NP,High
J0230-SKD-S,Set,J0230,S,1112.0,SKD,Premium
JNE3556-KR-XXL,kurta,JNE3556,XXL,517.0,KR,Medium
SET374-KR-NP-M,Set,SET374,M,635.0,KR-NP,High
J0008-SKD-S,Set,J0008,S,1065.0,SKD,Premium
J0122-TP-XXXL,Top,J0122,3XL,329.0,TP,low
J0079-SKD-S,Set,J0079,S,1556.0,SKD,Luxury
SET197-KR-NP-M,Set,SET197,M,759.0,KR-NP,High
NW001-TP-PJ-XXL,Set,NW001,XXL,563.0,TP-PJ,Medium
JNE3645-TP-N-L,Top,JNE3645,L,432.0,TP-N,low
SET252-KR-PP-M,Set,SET252,M,759.0,KR-PP,High
J0179-KR-XL,kurta,J0179,XL,696.0,KR,High
MEN5009-KR-M,kurta,MEN5009,M,499.0,KR,Medium
SET261-KR-PP-S,Set,SET261,S,453.0,KR-PP,low
J0215-BL-M,Blouse,J0215,M,545.0,BL,Medium
J0083-KR-M,kurta,J0083,M,591.0,KR,Medium
SET217-KR-PP-S,Set,SET217,S,825.0,KR-PP,Premium
JNE2014-KR-178-M,kurta,JNE2014,M,353.0,KR-178,low
JNE3613-KR-XL,kurta,JNE3613,XL,399.0,KR,low
JNE3718-KR-XXL,kurta,JNE3718,XXL,406.0,KR,low
JNE3797-KR-XXL,Western Dress,JNE3797,XXL,725.0,KR,High
JNE3463-KR-L,kurta,JNE3463,L,568.0,KR,Medium
JNE3489-KR-XXL,kurta,JNE3489,XXL,487.0,KR,Medium
J0349-SET-M,Set,J0349,M,801.0,SET,Premium
J0342-TP-S,Top,J0342,S,540.0,TP,Medium
J0157-DR-XXL,Western Dress,J0157,XXL,588.0,DR,Medium
MEN5021-KR-XXL,kurta,MEN5021,XXL,533.0,KR,Medium
JNE3675-TU-S,Top,JNE3675,S,545.0,TU,Medium
JNE3721-KR-M,kurta,JNE3721,M,329.0,KR,low
SET183-KR-DH-XL,Set,SET183,XL,759.0,KR-DH,High
SET264-KR-NP-XL,Set,SET264,XL,824.0,KR-NP,Premium
J0081-DR-XS,Western Dress,J0081,XS,658.0,DR,High
JNE3807-KR-XXL,kurta,JNE3807,XXL,666.0,KR,High
SET345-KR-NP-XXXL,Set,SET345,3XL,626.0,KR-NP,High
J0157-DR-XXL,Western Dress,J0157,XXL,588.0,DR,Medium
SET268-KR-NP-XL,Set,SET268,XL,788.0,KR-NP,High
J0015-DR-XS,Ethnic Dress,J0015,XS,566.0,DR,Medium
JNE2014-KR-178-L,kurta,JNE2014,L,353.0,KR-178,low
SET345-KR-NP-XXXL,Set,SET345,3XL,626.0,KR-NP,High
SET389-KR-NP-XL,Set,SET389,XL,680.0,KR-NP,High
JNE3870-DR-XL,Western Dress,JNE3870,XL,721.0,DR,High
J0328-KR-S,kurta,J0328,S,939.0,KR,Premium
JNE3291-KR-XL,kurta,JNE3291,XL,442.0,KR,low
J0334-TP-L,Top,J0334,L,512.0,TP,Medium
SET383-KR-NP-XXXL,Set,SET383,3XL,631.0,KR-NP,High
JNE3291-KR-XL,kurta,JNE3291,XL,442.0,KR,low
SET273-KR-NP-S,Set,SET273,S,612.0,KR-NP,High
SET159-KR-NP-XS,Set,SET159,XS,464.0,KR-NP,Medium
JNE3687-TU-XL,Top,JNE3687,XL,545.0,TU,Medium
SET268-KR-NP-XS,Set,SET268,XS,788.0,KR-NP,High
SET110-KR-PP-M,Set,SET110,M,788.0,KR-PP,High
J0230-SKD-M,Set,J0230,M,1112.0,SKD,Premium
MEN5002-KR-XL,kurta,MEN5002,XL,499.0,KR,Medium
MEN5004-KR-L,kurta,MEN5004,L,484.0,KR,Medium
JNE3468-KR-XXL,kurta,JNE3468,XXL,352.0,KR,low
JNE3689-TU-XS,Top,JNE3689,XS,434.0,TU,low
JNE3465-KR-L,kurta,JNE3465,L,486.0,KR,Medium
SET110-KR-PP-M,Set,SET110,M,788.0,KR-PP,High
J0119-TP-XS,Top,J0119,XS,540.0,TP,Medium
SET075-KR-DH-S,Set,SET075,S,648.0,KR-DH,High
NW030-TP-PJ-S,Set,NW030,S,582.0,TP-PJ,Medium
J0179-KR-S,kurta,J0179,S,696.0,KR,High
JNE3616-KR-XL,kurta,JNE3616,XL,319.0,KR,low
JNE3405-KR-XXXL,kurta,JNE3405,3XL,399.0,KR,low
SET183-KR-DH-XS,Set,SET183,XS,759.0,KR-DH,High
J0236-SKD-XS,Set,J0236,XS,922.0,SKD,Premium
JNE3547-KR-XXXL,kurta,JNE3547,3XL,517.0,KR,Medium
JNE3373-KR-XXXL,kurta,JNE3373,3XL,376.0,KR,low
JNE3691-TU-S,Top,JNE3691,S,625.0,TU,High
SET280-KR-PP-XS,Set,SET280,XS,790.0,KR-PP,High
MEN5009-KR-M,kurta,MEN5009,M,499.0,KR,Medium
JNE3865-TP-S,Top,JNE3865,S,599.0,TP,Medium
SET268-KR-NP-S,Set,SET268,S,788.0,KR-NP,High
J0328-KR-XXL,kurta,J0328,XXL,939.0,KR,Premium
SET405-KR-NP-M,Set,SET405,M,725.0,KR-NP,High
SET268-KR-NP-XXL,Set,SET268,XXL,788.0,KR-NP,High
J0397-DR-M,Western Dress,J0397,M,999.0,DR,Premium
JNE3806-KR-M,kurta,JNE3806,M,521.0,KR,Medium
JNE3391-KR-M,kurta,JNE3391,M,432.0,KR,low
SET352-KR-NP-XL,Set,SET352,XL,499.0,KR-NP,Medium
J0353-KR-XL,kurta,J0353,XL,597.0,KR,Medium
J0355-KR-S,kurta,J0355,S,597.0,KR,Medium
SET268-KR-NP-XL,Set,SET268,XL,788.0,KR-NP,High
JNE3706-DR-L,Western Dress,JNE3706,L,413.0,DR,low
SET282-KR-PP-XL,Set,SET282,XL,1033.0,KR-PP,Premium
SET247-KR-SHA-XL,Set,SET247,XL,716.0,KR-SHA,High
JNE3294-KR-M,kurta,JNE3294,M,432.0,KR,low
JNE3797-KR-L,Western Dress,JNE3797,L,725.0,KR,High
SET268-KR-NP-M,Set,SET268,M,788.0,KR-NP,High
JNE3365-KR-1052-XL,kurta,JNE3365,XL,376.0,KR-1052,low
SET171-KR-NP-XL,Set,SET171,XL,792.0,KR-NP,Premium
J0118-TP-L,Top,J0118,L,487.0,TP,Medium
JNE3716-KR-M,kurta,JNE3716,M,399.0,KR,low
J0349-SET-S,Set,J0349,S,801.0,SET,Premium
JNE3744-TU-XL,Top,JNE3744,XL,625.0,TU,High
J0118-TP-XXL,Top,J0118,XXL,487.0,TP,Medium
SET158-KR-PP-XXXL,Set,SET158,3XL,791.0,KR-PP,Premium
JNE3797-KR-L,Western Dress,JNE3797,L,725.0,KR,High
SET405-KR-NP-XL,Set,SET405,XL,725.0,KR-NP,High
J0008-SKD-S,Set,J0008,S,1065.0,SKD,Premium
SET324-KR-NP-XL,Set,SET324,XL,635.0,KR-NP,High
SET268-KR-NP-XL,Set,SET268,XL,788.0,KR-NP,High
JNE3645-TP-N-M,Top,JNE3645,M,432.0,TP-N,low
SET375-KR-NP-M,Set,SET375,M,696.0,KR-NP,High
SET268-KR-NP-XXL,Set,SET268,XXL,788.0,KR-NP,High
JNE3621-KR-XL,kurta,JNE3621,XL,455.0,KR,low
J0007-SKD-XL,Set,J0007,XL,1133.0,SKD,Premium
SET268-KR-NP-XL,Set,SET268,XL,788.0,KR-NP,High
J0306-DR-M,Western Dress,J0306,M,690.0,DR,High
JNE3675-TU-M,Top,JNE3675,M,545.0,TU,Medium
JNE3611-KR-S,kurta,JNE3611,S,459.0,KR,Medium
SET317-KR-PP-L,Set,SET317,L,1186.0,KR-PP,Luxury
JNE3291-KR-XL,kurta,JNE3291,XL,442.0,KR,low
SET324-KR-NP-XL,Set,SET324,XL,635.0,KR-NP,High
SET390-KR-NP-XL,Set,SET390,XL,999.0,KR-NP,Premium
JNE3611-KR-XXXL,kurta,JNE3611,3XL,459.0,KR,Medium
JNE3781-KR-M,kurta,JNE3781,M,406.0,KR,low
SET110-KR-PP-M,Set,SET110,M,788.0,KR-PP,High
JNE3291-KR-XL,kurta,JNE3291,XL,442.0,KR,low
J0343-DR-M,Western Dress,J0343,M,744.0,DR,High
JNE3648-TP-N-XS,Top,JNE3648,XS,487.0,TP-N,Medium
JNE3461-KR-XXL,kurta,JNE3461,XXL,363.0,KR,low
JNE3399-KR-L,kurta,JNE3399,L,435.0,KR,low
JNE3373-KR-XL,kurta,JNE3373,XL,376.0,KR,low
JNE3366-KR-1053-XXXL,kurta,JNE3366,3XL,376.0,KR-1053,low
MEN5004-KR-L,kurta,MEN5004,L,484.0,KR,Medium
SET349-KR-NP-M,Set,SET349,M,968.0,KR-NP,Premium
J0342-TP-XXL,Top,J0342,XXL,540.0,TP,Medium
J0308-DR-L,Western Dress,J0308,L,665.0,DR,High
SET331-KR-NP-L,Set,SET331,L,597.0,KR-NP,Medium
SET324-KR-NP-XL,Set,SET324,XL,635.0,KR-NP,High
SET331-KR-NP-M,Set,SET331,M,597.0,KR-NP,Medium
SET332-KR-PP-S,Set,SET332,S,549.0,KR-PP,Medium
JNE3609-KR-M,kurta,JNE3609,M,568.0,KR,Medium
JNE3567-KR-M,kurta,JNE3567,M,399.0,KR,low
SET268-KR-NP-XL,Set,SET268,XL,788.0,KR-NP,High
JNE3836-KR-L,kurta,JNE3836,L,635.0,KR,High
J0162-SKD-L,Set,J0162,L,1186.0,SKD,Luxury
JNE3794-KR-XXL,kurta,JNE3794,XXL,517.0,KR,Medium
J0240-SKD-XXL,Set,J0240,XXL,1593.0,SKD,Luxury
JNE3721-KR-M,kurta,JNE3721,M,329.0,KR,low
JNE3373-KR-XXL,kurta,JNE3373,XXL,376.0,KR,low
JNE3465-KR-XXL,kurta,JNE3465,XXL,486.0,KR,Medium
J0341-DR-XS,Western Dress,J0341,XS,744.0,DR,High
JNE3399-KR-L,kurta,JNE3399,L,435.0,KR,low
J0230-SKD-S,Set,J0230,S,1112.0,SKD,Premium
J0344-TP-XL,Top,J0344,XL,487.0,TP,Medium
J0190-TP-L,Top,J0190,L,360.0,TP,low
J0343-DR-XL,Western Dress,J0343,XL,744.0,DR,High
JNE3671-TU-XXL,Top,JNE3671,XXL,574.0,TU,Medium
SET310-KR-NP-XL,Set,SET310,XL,1213.0,KR-NP,Luxury
JNE3688-TU-XL,Top,JNE3688,XL,599.0,TU,Medium
SET400-KR-NP-XL,Set,SET400,XL,1254.0,KR-NP,Luxury
JNE3256-KR-XXL,kurta,JNE3256,XXL,487.0,KR,Medium
J0308-DR-L,Western Dress,J0308,L,665.0,DR,High
JNE3614-KR-M,kurta,JNE3614,M,459.0,KR,Medium
SET331-KR-NP-XXXL,Set,SET331,3XL,597.0,KR-NP,Medium
SET374-KR-NP-L,Set,SET374,L,597.0,KR-NP,Medium
MEN5004-KR-L,kurta,MEN5004,L,484.0,KR,Medium
MEN5009-KR-L,kurta,MEN5009,L,499.0,KR,Medium
JNE3807-KR-XXL,kurta,JNE3807,XXL,666.0,KR,High
JNE3373-KR-XL,kurta,JNE3373,XL,376.0,KR,low
JNE3718-KR-XS,kurta,JNE3718,XS,406.0,KR,low
SET331-KR-NP-M,Set,SET331,M,597.0,KR-NP,Medium
SET392-KR-NP-XXL,Set,SET392,XXL,751.0,KR-NP,High
SET110-KR-PP-XL,Set,SET110,XL,788.0,KR-PP,High
JNE3690-TU-M,Top,JNE3690,M,487.0,TU,Medium
J0130-SET-XXXL,Set,J0130,3XL,659.0,SET,High
SET328-KR-NP-XL,Set,SET328,XL,635.0,KR-NP,High
JNE2305-KR-533-XL,kurta,JNE2305,XL,357.0,KR-533,low
JNE3636-KR-M,kurta,JNE3636,M,459.0,KR,Medium
JNE3510-KR-M,kurta,JNE3510,M,442.0,KR,low
SET264-KR-NP-M,Set,SET264,M,824.0,KR-NP,Premium
J0233-SKD-S,Set,J0233,S,1299.0,SKD,Luxury
JNE2014-KR-178-L,kurta,JNE2014,L,353.0,KR-178,low
JNE3807-KR-S,kurta,JNE3807,S,666.0,KR,High
JNE3468-KR-XXL,kurta,JNE3468,XXL,352.0,KR,low
SET375-KR-NP-S,Set,SET375,S,696.0,KR-NP,High
SET268-KR-NP-M,Set,SET268,M,788.0,KR-NP,High
JNE3405-KR-XXL,kurta,JNE3405,XXL,399.0,KR,low
J0118-TP-XXXL,Top,J0118,3XL,518.0,TP,Medium
J0343-DR-S,Western Dress,J0343,S,744.0,DR,High
SET268-KR-NP-S,Set,SET268,S,788.0,KR-NP,High
JNE3464-KR-L,kurta,JNE3464,L,719.0,KR,High
JNE3474-KR-E-XXL,kurta,JNE3474,XXL,487.0,KR-E,Medium
SET268-KR-NP-XXXL,Set,SET268,3XL,788.0,KR-NP,High
SET331-KR-NP-L,Set,SET331,L,597.0,KR-NP,Medium
SET268-KR-NP-L,Set,SET268,L,788.0,KR-NP,High
SET268-KR-NP-XL,Set,SET268,XL,788.0,KR-NP,High
JNE3807-KR-XXL,kurta,JNE3807,XXL,666.0,KR,High
JNE3510-KR-XL,kurta,JNE3510,XL,429.0,KR,low
JNE3399-KR-XL,kurta,JNE3399,XL,435.0,KR,low
JNE3405-KR-XXXL,kurta,JNE3405,3XL,399.0,KR,low
JNE3675-TU-L,Top,JNE3675,L,545.0,TU,Medium
JNE3440-KR-N-L,kurta,JNE3440,L,399.0,KR-N,low
JNE1951-KR-155-XS,kurta,JNE1951,XS,368.0,KR-155,low
J0343-DR-XXXL,Western Dress,J0343,3XL,744.0,DR,High
BL102-M,Blouse,BL102,M,259.0,null,low
JNE3291-KR-XL,kurta,JNE3291,XL,442.0,KR,low
J0351-SET-L,Set,J0351,L,771.0,SET,High
JNE3689-TU-XXL,Top,JNE3689,XXL,434.0,TU,low
J0012-SKD-XXL,Set,J0012,XXL,1140.0,SKD,Luxury
J0118-TP-XL,Top,J0118,XL,487.0,TP,Medium
J0122-TP-XXXL,Top,J0122,3XL,329.0,TP,low
SET328-KR-NP-L,Set,SET328,L,635.0,KR-NP,High
JNE3399-KR-L,kurta,JNE3399,L,435.0,KR,low
JNE3405-KR-XS,kurta,JNE3405,XS,399.0,KR,low
J0113-TP-XL,Top,J0113,XL,540.0,TP,Medium
JNE3675-TU-L,Top,JNE3675,L,545.0,TU,Medium
J0230-SKD-M,Set,J0230,M,1112.0,SKD,Premium
MEN5021-KR-XL,kurta,MEN5021,XL,533.0,KR,Medium
MEN5017-KR-XL,kurta,MEN5017,XL,549.0,KR,Medium
J0277-SKD-L,Set,J0277,L,1463.0,SKD,Luxury
JNE3465-KR-L,kurta,JNE3465,L,486.0,KR,Medium
SET098-KR-PP-S,Set,SET098,S,696.0,KR-PP,High
SET331-KR-NP-L,Set,SET331,L,597.0,KR-NP,Medium
J0230-SKD-L,Set,J0230,L,1112.0,SKD,Premium
JNE3373-KR-XXL,kurta,JNE3373,XXL,376.0,KR,low
J0204-TP-XXXL,Top,J0204,3XL,751.0,TP,High
J0230-SKD-S,Set,J0230,S,1112.0,SKD,Premium
J0230-SKD-L,Set,J0230,L,1112.0,SKD,Premium
J0158-DR-L,Western Dress,J0158,L,721.0,DR,High
SET228-KR-PP-A-XL,Set,SET228,XL,653.0,KR-PP-A,High
J0378-SKD-M,Set,J0378,M,1099.0,SKD,Premium
MEN5008-KR-M,kurta,MEN5008,M,499.0,KR,Medium
J0118-TP-L,Top,J0118,L,487.0,TP,Medium
SET366-KR-NP-L,Set,SET366,L,1163.0,KR-NP,Luxury
SET265-KR-NP-XL,Set,SET265,XL,888.0,KR-NP,Premium
JNE3399-KR-L,kurta,JNE3399,L,435.0,KR,low
JNE3870-DR-L,Western Dress,JNE3870,L,721.0,DR,High
J0336-TP-XL,Top,J0336,XL,599.0,TP,Medium
JNE3863-TU-L,Top,JNE3863,L,574.0,TU,Medium
JNE3775-KR-S,kurta,JNE3775,S,291.0,KR,low
SET217-KR-PP-XS,Set,SET217,XS,825.0,KR-PP,Premium
JNE3645-TP-N-M,Top,JNE3645,M,432.0,TP-N,low
J0213-TP-M,Top,J0213,M,599.0,TP,Medium
J0341-DR-XS,Western Dress,J0341,XS,744.0,DR,High
SET320-KR-NP-XS,Set,SET320,XS,856.0,KR-NP,Premium
JNE3869-DR-M,Western Dress,JNE3869,M,721.0,DR,High
JNE2205-KR-467-A-XS,kurta,JNE2205,XS,329.0,KR-467-A,low
SET110-KR-PP-S,Set,SET110,S,788.0,KR-PP,High
MEN5025-KR-S,kurta,MEN5025,S,549.0,KR,Medium
JNE3801-KR-M,kurta,JNE3801,M,725.0,KR,High
MEN5004-KR-XL,kurta,MEN5004,XL,484.0,KR,Medium
SET375-KR-NP-M,Set,SET375,M,696.0,KR-NP,High
J0342-TP-L,Top,J0342,L,540.0,TP,Medium
SET217-KR-PP-XL,Set,SET217,XL,825.0,KR-PP,Premium
JNE3861-DR-XXXL,Western Dress,JNE3861,3XL,791.0,DR,Premium
JNE3781-KR-XL,kurta,JNE3781,XL,406.0,KR,low
BTM031-NP-L,Bottom,BTM031,L,518.0,NP,Medium
J0230-SKD-L,Set,J0230,L,1112.0,SKD,Premium
JNE3449-KR-L,kurta,JNE3449,L,319.0,KR,low
J0242-SKD-XS,Set,J0242,XS,1149.0,SKD,Luxury
BTM003-B-XXXL,Bottom,BTM003,3XL,518.0,B,Medium
SET197-KR-NP-XL,Set,SET197,XL,759.0,KR-NP,High
JNE3405-KR-XXXL,kurta,JNE3405,3XL,399.0,KR,low
J0344-TP-L,Top,J0344,L,487.0,TP,Medium
J0008-SKD-XL,Set,J0008,XL,1133.0,SKD,Premium
J0241-SKD-XL,Set,J0241,XL,1338.0,SKD,Luxury
JNE3405-KR-XS,kurta,JNE3405,XS,399.0,KR,low
J0230-SKD-XL,Set,J0230,XL,1112.0,SKD,Premium
SET183-KR-DH-S,Set,SET183,S,759.0,KR-DH,High
SET268-KR-NP-S,Set,SET268,S,788.0,KR-NP,High
JNE3870-DR-XXXL,Western Dress,JNE3870,3XL,721.0,DR,High
JNE3549-KR-L,kurta,JNE3549,L,329.0,KR,low
JNE3549-KR-XL,kurta,JNE3549,XL,329.0,KR,low
JNE3721-KR-S,kurta,JNE3721,S,329.0,KR,low
J0207-DR-S,Western Dress,J0207,S,885.0,DR,Premium
JNE3642-TP-S,Top,JNE3642,S,329.0,TP,low
J0174-TP-XL,Top,J0174,XL,423.0,TP,low
J0095-SET-XL,Set,J0095,XL,653.0,SET,High
SET331-KR-NP-M,Set,SET331,M,597.0,KR-NP,Medium
J0173-DR-XS,Western Dress,J0173,XS,436.0,DR,low
SET331-KR-NP-L,Set,SET331,L,597.0,KR-NP,Medium
JNE3781-KR-XXXL,kurta,JNE3781,3XL,406.0,KR,low
JNE3794-KR-XXL,kurta,JNE3794,XXL,517.0,KR,Medium
SET098-KR-PP-M,Set,SET098,M,696.0,KR-PP,High
J0119-TP-XXXL,Top,J0119,3XL,540.0,TP,Medium
BL100-XL,Blouse,BL100,XL,259.0,null,low
JNE3373-KR-XXL,kurta,JNE3373,XXL,376.0,KR,low
JNE3634-KR-XXXL,kurta,JNE3634,3XL,511.0,KR,Medium
MEN5009-KR-M,kurta,MEN5009,M,499.0,KR,Medium
SET374-KR-NP-XS,Set,SET374,XS,597.0,KR-NP,Medium
JNE3564-KR-L,kurta,JNE3564,L,487.0,KR,Medium
JNE3468-KR-L,kurta,JNE3468,L,352.0,KR,low
SET269-KR-NP-XXXL,Set,SET269,3XL,824.0,KR-NP,Premium
SET349-KR-NP-XS,Set,SET349,XS,939.0,KR-NP,Premium
JNE3781-KR-XXXL,kurta,JNE3781,3XL,406.0,KR,low
JNE3784-KR-XXXL,kurta,JNE3784,3XL,458.0,KR,Medium
JNE3781-KR-M,kurta,JNE3781,M,406.0,KR,low
J0230-SKD-XL,Set,J0230,XL,1112.0,SKD,Premium
JNE3553-KR-XL,kurta,JNE3553,XL,517.0,KR,Medium
SET268-KR-NP-S,Set,SET268,S,788.0,KR-NP,High
J0344-TP-XL,Top,J0344,XL,487.0,TP,Medium
SET268-KR-NP-XL,Set,SET268,XL,788.0,KR-NP,High
J0161-DR-XXXL,Western Dress,J0161,3XL,473.0,DR,Medium
JNE3465-KR-XXXL,kurta,JNE3465,3XL,517.0,KR,Medium
SET316-KR-DPT-XS,Set,SET316,XS,1149.0,KR-DPT,Luxury
SET268-KR-NP-M,Set,SET268,M,788.0,KR-NP,High
SET227-KR-PP-A-XXXL,Set,SET227,3XL,571.0,KR-PP-A,Medium
JNE3642-TP-XS,Top,JNE3642,XS,329.0,TP,low
JNE3620-KR-XL,kurta,JNE3620,XL,329.0,KR,low
JNE3468-KR-XL,kurta,JNE3468,XL,363.0,KR,low
JNE3864-TU-M,Top,JNE3864,M,599.0,TU,Medium
JNE3779-KR-XL,kurta,JNE3779,XL,432.0,KR,low
SET154-KR-NP-XXL,Set,SET154,XXL,832.0,KR-NP,Premium
SET393-KR-NP-XXL,Set,SET393,XXL,969.0,KR-NP,Premium
SET400-KR-NP-XXL,Set,SET400,XXL,1254.0,KR-NP,Luxury
SET116-KR-NP-XS,Set,SET116,XS,591.0,KR-NP,Medium
SET388-KR-NP-M,Set,SET388,M,1260.0,KR-NP,Luxury
JNE3781-KR-XL,kurta,JNE3781,XL,406.0,KR,low
JNE3399-KR-XXXL,kurta,JNE3399,3XL,435.0,KR,low
JNE3373-KR-XXXL,kurta,JNE3373,3XL,376.0,KR,low
JNE3652-TP-N-XS,Top,JNE3652,XS,339.0,TP-N,low
JNE3690-TU-M,Top,JNE3690,M,487.0,TU,Medium
J0173-DR-S,Western Dress,J0173,S,436.0,DR,low
JNE3758-KR-XXL,kurta,JNE3758,XXL,357.0,KR,low
SET393-KR-NP-XXL,Set,SET393,XXL,969.0,KR-NP,Premium
SET110-KR-PP-S,Set,SET110,S,788.0,KR-PP,High
JNE3291-KR-XL,kurta,JNE3291,XL,442.0,KR,low
SET374-KR-NP-L,Set,SET374,L,597.0,KR-NP,Medium
SET268-KR-NP-S,Set,SET268,S,788.0,KR-NP,High
J0335-DR-XXL,Western Dress,J0335,XXL,807.0,DR,Premium
J0008-SKD-S,Set,J0008,S,1065.0,SKD,Premium
JNE3608-KR-XS,kurta,JNE3608,XS,362.0,KR,low
JNE3373-KR-XXXL,kurta,JNE3373,3XL,376.0,KR,low
JNE3618-KR-L,kurta,JNE3618,L,399.0,KR,low
JNE3629-KR-XXL,kurta,JNE3629,XXL,526.0,KR,Medium
JNE3530-KR-XXL,kurta,JNE3530,XXL,329.0,KR,low
SET268-KR-NP-XS,Set,SET268,XS,788.0,KR-NP,High
J0335-DR-M,Western Dress,J0335,M,807.0,DR,Premium
SET184-KR-PP-M,Set,SET184,M,563.0,KR-PP,Medium
JNE3291-KR-XL,kurta,JNE3291,XL,442.0,KR,low
MEN5022-KR-XXL,kurta,MEN5022,XXL,533.0,KR,Medium
JNE3618-KR-L,kurta,JNE3618,L,399.0,KR,low
J0283-SET-L,Set,J0283,L,1033.0,SET,Premium
MEN5009-KR-L,kurta,MEN5009,L,499.0,KR,Medium
SET291-KR-PP-XXXL,Set,SET291,3XL,563.0,KR-PP,Medium
SET316-KR-DPT-XS,Set,SET316,XS,1149.0,KR-DPT,Luxury
J0339-DR-XL,Western Dress,J0339,XL,744.0,DR,High
J0338-DR-XXL,Western Dress,J0338,XXL,791.0,DR,Premium
JNE3160-KR-G-XL,kurta,JNE3160,XL,685.0,KR-G,High
JNE3463-KR-XXXL,kurta,JNE3463,3XL,568.0,KR,Medium
SET197-KR-NP-L,Set,SET197,L,759.0,KR-NP,High
SET269-KR-NP-S,Set,SET269,S,824.0,KR-NP,Premium
JNE3554-KR-S,kurta,JNE3554,S,517.0,KR,Medium
JNE3789-KR-XXXL,kurta,JNE3789,3XL,383.0,KR,low
JNE3607-KR-XXL,kurta,JNE3607,XXL,471.0,KR,Medium
JNE3794-KR-XXL,kurta,JNE3794,XXL,517.0,KR,Medium
JNE3373-KR-XXXL,kurta,JNE3373,3XL,376.0,KR,low
